quartier,distance_transport_m,est_metro_proche
Borderouge / Bagatelle,95.7,0
Côte Pavée / Jolimont,76.3,0
Borderouge / Bagatelle,168.7,0
Saint-Cyprien / Empalot,139.6,0
Rangueil / Saouzelong,157.4,0
Côte Pavée / Jolimont,275.5,0
Borderouge / Bagatelle,64.0,1
Rangueil / Saouzelong,170.9,0
Borderouge / Bagatelle,181.2,0
Côte Pavée / Jolimont,140.9,0
Rangueil / Saouzelong,134.2,0
Capitole / Carmes,161.7,0
Croix-Daurade / Minimes,119.0,0
Capitole / Carmes,59.9,0
Saint-Cyprien / Empalot,84.0,0
Côte Pavée / Jolimont,146.5,0
Croix-Daurade / Minimes,8.6,0
Rangueil / Saouzelong,7.4,0
Borderouge / Bagatelle,136.8,0
Borderouge / Bagatelle,42.2,0
Saint-Cyprien / Empalot,187.5,0
Côte Pavée / Jolimont,195.3,0
Capitole / Carmes,200.3,1
Capitole / Carmes,200.3,1
Saint-Cyprien / Empalot,146.4,0
Borderouge / Bagatelle,70.5,0
Capitole / Carmes,153.3,0
Côte Pavée / Jolimont,97.1,0
Borderouge / Bagatelle,136.7,0
Croix-Daurade / Minimes,85.2,0
Côte Pavée / Jolimont,192.5,0
Croix-Daurade / Minimes,119.9,0
Rangueil / Saouzelong,19.6,0
Rangueil / Saouzelong,19.6,0
Capitole / Carmes,194.7,0
Capitole / Carmes,55.7,0
Croix-Daurade / Minimes,95.4,0
Côte Pavée / Jolimont,234.1,0
Saint-Cyprien / Empalot,78.1,0
Croix-Daurade / Minimes,134.0,0
Côte Pavée / Jolimont,229.2,0
Borderouge / Bagatelle,435.6,0
Rangueil / Saouzelong,74.5,0
Rangueil / Saouzelong,129.4,0
Côte Pavée / Jolimont,173.9,0
Côte Pavée / Jolimont,173.9,0
Rangueil / Saouzelong,150.3,0
Saint-Cyprien / Empalot,137.9,0
Côte Pavée / Jolimont,98.5,0
Borderouge / Bagatelle,121.9,0
Borderouge / Bagatelle,179.5,0
Capitole / Carmes,41.7,0
Côte Pavée / Jolimont,83.1,0
Saint-Cyprien / Empalot,133.8,0
Borderouge / Bagatelle,126.1,0
Côte Pavée / Jolimont,202.8,0
Borderouge / Bagatelle,106.9,0
Saint-Cyprien / Empalot,118.3,0
Croix-Daurade / Minimes,90.8,0
Capitole / Carmes,159.4,0
Capitole / Carmes,255.0,0
Capitole / Carmes,153.9,0
Côte Pavée / Jolimont,263.8,0
Rangueil / Saouzelong,291.4,0
Rangueil / Saouzelong,167.0,0
Croix-Daurade / Minimes,128.0,0
Rangueil / Saouzelong,297.3,1
Borderouge / Bagatelle,278.0,0
Borderouge / Bagatelle,99.0,0
Saint-Cyprien / Empalot,297.0,0
Rangueil / Saouzelong,268.3,0
Borderouge / Bagatelle,21.0,0
Côte Pavée / Jolimont,110.9,0
Saint-Cyprien / Empalot,144.5,1
Saint-Cyprien / Empalot,175.1,0
Rangueil / Saouzelong,115.5,0
Rangueil / Saouzelong,22.4,0
Rangueil / Saouzelong,115.5,0
Rangueil / Saouzelong,99.2,0
Croix-Daurade / Minimes,284.6,0
Côte Pavée / Jolimont,237.1,0
Saint-Cyprien / Empalot,195.9,0
Borderouge / Bagatelle,311.4,0
Capitole / Carmes,156.3,0
Côte Pavée / Jolimont,175.7,0
Saint-Cyprien / Empalot,14.5,0
Rangueil / Saouzelong,227.0,0
Saint-Cyprien / Empalot,118.7,0
Croix-Daurade / Minimes,336.0,0
Rangueil / Saouzelong,303.7,0
Croix-Daurade / Minimes,152.7,0
Borderouge / Bagatelle,133.9,0
Côte Pavée / Jolimont,151.9,0
Croix-Daurade / Minimes,167.8,0
Rangueil / Saouzelong,227.7,0
Rangueil / Saouzelong,148.9,0
Borderouge / Bagatelle,157.8,1
Saint-Cyprien / Empalot,118.0,0
Côte Pavée / Jolimont,164.5,0
Rangueil / Saouzelong,225.6,0
Rangueil / Saouzelong,130.5,0
Borderouge / Bagatelle,109.2,0
Borderouge / Bagatelle,182.1,0
Capitole / Carmes,98.8,0
Borderouge / Bagatelle,97.8,0
Côte Pavée / Jolimont,125.9,0
Borderouge / Bagatelle,84.6,0
Croix-Daurade / Minimes,177.1,0
Borderouge / Bagatelle,60.5,0
Côte Pavée / Jolimont,130.2,0
Capitole / Carmes,154.3,1
Borderouge / Bagatelle,149.2,0
Croix-Daurade / Minimes,136.1,0
Capitole / Carmes,182.8,0
Rangueil / Saouzelong,128.4,0
Côte Pavée / Jolimont,79.4,0
Saint-Cyprien / Empalot,13.8,0
Borderouge / Bagatelle,61.6,0
Borderouge / Bagatelle,317.2,0
Borderouge / Bagatelle,100.4,0
Capitole / Carmes,16.5,0
Borderouge / Bagatelle,269.4,0
Rangueil / Saouzelong,75.9,0
Rangueil / Saouzelong,44.2,1
Saint-Cyprien / Empalot,7.4,0
Capitole / Carmes,216.5,0
Borderouge / Bagatelle,171.5,0
Saint-Cyprien / Empalot,74.9,0
Croix-Daurade / Minimes,119.8,0
Croix-Daurade / Minimes,109.7,1
Saint-Cyprien / Empalot,120.7,0
Capitole / Carmes,155.1,0
Capitole / Carmes,155.1,0
Croix-Daurade / Minimes,192.8,0
Borderouge / Bagatelle,142.1,0
Rangueil / Saouzelong,67.9,0
Croix-Daurade / Minimes,141.5,0
Capitole / Carmes,88.9,0
Côte Pavée / Jolimont,13.2,0
Capitole / Carmes,165.6,0
Rangueil / Saouzelong,304.2,1
Capitole / Carmes,103.6,0
Saint-Cyprien / Empalot,150.2,0
Capitole / Carmes,156.1,0
Rangueil / Saouzelong,165.6,0
Capitole / Carmes,284.4,0
Borderouge / Bagatelle,59.0,0
Borderouge / Bagatelle,210.5,0
Borderouge / Bagatelle,122.4,0
Rangueil / Saouzelong,224.5,0
Borderouge / Bagatelle,255.6,0
Capitole / Carmes,172.2,0
Borderouge / Bagatelle,36.7,0
Capitole / Carmes,80.0,1
Saint-Cyprien / Empalot,125.9,0
Côte Pavée / Jolimont,90.8,0
Rangueil / Saouzelong,75.0,0
Rangueil / Saouzelong,133.1,0
Capitole / Carmes,99.4,0
Capitole / Carmes,145.5,0
Capitole / Carmes,130.2,0
Rangueil / Saouzelong,85.3,0
Borderouge / Bagatelle,57.8,0
Rangueil / Saouzelong,8.7,0
Côte Pavée / Jolimont,274.2,0
Côte Pavée / Jolimont,129.4,1
Saint-Cyprien / Empalot,98.3,0
Côte Pavée / Jolimont,337.1,0
Rangueil / Saouzelong,120.9,0
Borderouge / Bagatelle,291.1,0
Rangueil / Saouzelong,93.7,1
Côte Pavée / Jolimont,396.6,0
Rangueil / Saouzelong,44.2,0
Capitole / Carmes,162.9,0
Saint-Cyprien / Empalot,160.6,0
Borderouge / Bagatelle,278.0,0
Capitole / Carmes,128.8,0
Capitole / Carmes,128.8,0
Croix-Daurade / Minimes,127.2,0
Borderouge / Bagatelle,88.1,0
Croix-Daurade / Minimes,95.6,0
Capitole / Carmes,86.9,0
Côte Pavée / Jolimont,60.0,0
Côte Pavée / Jolimont,135.2,0
Borderouge / Bagatelle,55.6,0
Borderouge / Bagatelle,205.2,0
Capitole / Carmes,152.9,0
Saint-Cyprien / Empalot,34.5,0
Borderouge / Bagatelle,65.1,0
Rangueil / Saouzelong,66.5,0
Rangueil / Saouzelong,141.3,0
Rangueil / Saouzelong,175.1,0
Rangueil / Saouzelong,102.4,0
Rangueil / Saouzelong,102.4,0
Rangueil / Saouzelong,128.4,0
Rangueil / Saouzelong,428.6,0
Côte Pavée / Jolimont,231.8,0
Capitole / Carmes,131.0,0
Rangueil / Saouzelong,122.7,0
Borderouge / Bagatelle,219.3,0
Côte Pavée / Jolimont,153.1,0
Rangueil / Saouzelong,40.2,0
Capitole / Carmes,215.7,0
Borderouge / Bagatelle,269.5,0
Saint-Cyprien / Empalot,126.7,0
Côte Pavée / Jolimont,113.7,0
Côte Pavée / Jolimont,164.8,0
Côte Pavée / Jolimont,45.0,0
Capitole / Carmes,213.7,0
Capitole / Carmes,373.5,0
Capitole / Carmes,54.2,0
Croix-Daurade / Minimes,127.2,0
Capitole / Carmes,117.1,0
Capitole / Carmes,82.7,0
Croix-Daurade / Minimes,30.2,0
Borderouge / Bagatelle,286.0,0
Côte Pavée / Jolimont,278.0,1
Capitole / Carmes,113.1,0
Rangueil / Saouzelong,109.6,0
Croix-Daurade / Minimes,267.1,0
Borderouge / Bagatelle,136.4,0
Côte Pavée / Jolimont,324.7,0
Croix-Daurade / Minimes,28.6,0
Borderouge / Bagatelle,32.4,0
Saint-Cyprien / Empalot,115.8,0
Capitole / Carmes,228.5,0
Borderouge / Bagatelle,6.5,1
Rangueil / Saouzelong,135.3,0
Borderouge / Bagatelle,409.8,0
Borderouge / Bagatelle,221.9,0
Côte Pavée / Jolimont,117.2,0
Rangueil / Saouzelong,93.0,0
Côte Pavée / Jolimont,372.6,1
Rangueil / Saouzelong,164.2,0
Côte Pavée / Jolimont,97.5,0
Rangueil / Saouzelong,173.1,0
Saint-Cyprien / Empalot,324.8,0
Capitole / Carmes,43.5,0
Côte Pavée / Jolimont,66.8,0
Saint-Cyprien / Empalot,145.9,0
Croix-Daurade / Minimes,351.3,0
Borderouge / Bagatelle,70.6,1
Croix-Daurade / Minimes,36.2,0
Borderouge / Bagatelle,35.0,0
Capitole / Carmes,109.7,0
Capitole / Carmes,109.7,0
Rangueil / Saouzelong,29.8,0
Croix-Daurade / Minimes,142.7,0
Côte Pavée / Jolimont,220.5,0
Saint-Cyprien / Empalot,23.5,0
Côte Pavée / Jolimont,98.6,0
Capitole / Carmes,68.3,0
Saint-Cyprien / Empalot,118.0,0
Borderouge / Bagatelle,357.5,0
Côte Pavée / Jolimont,63.8,0
Rangueil / Saouzelong,283.7,0
Rangueil / Saouzelong,65.1,0
Rangueil / Saouzelong,294.8,0
Capitole / Carmes,152.4,0
Borderouge / Bagatelle,243.6,0
Borderouge / Bagatelle,125.7,0
Capitole / Carmes,91.3,0
Saint-Cyprien / Empalot,93.7,0
Borderouge / Bagatelle,113.4,0
Saint-Cyprien / Empalot,159.9,0
Borderouge / Bagatelle,238.6,0
Borderouge / Bagatelle,42.5,0
Borderouge / Bagatelle,116.4,0
Saint-Cyprien / Empalot,200.7,0
Croix-Daurade / Minimes,200.6,0
Capitole / Carmes,126.2,0
Capitole / Carmes,126.2,0
Capitole / Carmes,126.2,0
Côte Pavée / Jolimont,105.5,0
Côte Pavée / Jolimont,166.4,1
Rangueil / Saouzelong,33.7,0
Capitole / Carmes,71.1,0
Saint-Cyprien / Empalot,199.0,0
Capitole / Carmes,287.8,0
Capitole / Carmes,174.6,0
Borderouge / Bagatelle,42.0,0
Capitole / Carmes,114.2,0
Rangueil / Saouzelong,80.1,0
Rangueil / Saouzelong,71.3,0
Côte Pavée / Jolimont,12.8,0
Côte Pavée / Jolimont,59.6,0
Côte Pavée / Jolimont,123.7,0
Rangueil / Saouzelong,55.8,0
Rangueil / Saouzelong,197.6,0
Borderouge / Bagatelle,179.7,0
Borderouge / Bagatelle,124.3,1
Rangueil / Saouzelong,12.9,0
Rangueil / Saouzelong,48.9,0
Saint-Cyprien / Empalot,113.3,0
Côte Pavée / Jolimont,229.0,0
Côte Pavée / Jolimont,202.2,0
Borderouge / Bagatelle,172.7,0
Côte Pavée / Jolimont,175.5,0
Côte Pavée / Jolimont,44.6,0
Borderouge / Bagatelle,173.1,0
Borderouge / Bagatelle,58.0,0
Borderouge / Bagatelle,140.6,0
Borderouge / Bagatelle,230.1,0
Borderouge / Bagatelle,111.6,0
Capitole / Carmes,219.3,0
Borderouge / Bagatelle,14.5,0
Borderouge / Bagatelle,205.5,0
Rangueil / Saouzelong,110.3,0
Borderouge / Bagatelle,161.0,0
Borderouge / Bagatelle,100.2,0
Capitole / Carmes,155.1,0
Rangueil / Saouzelong,113.1,0
Capitole / Carmes,116.3,0
Borderouge / Bagatelle,113.5,0
Côte Pavée / Jolimont,90.0,0
Rangueil / Saouzelong,195.1,0
Saint-Cyprien / Empalot,237.5,0
Borderouge / Bagatelle,185.7,0
Borderouge / Bagatelle,185.7,0
Borderouge / Bagatelle,97.8,0
Borderouge / Bagatelle,219.5,0
Côte Pavée / Jolimont,159.7,1
Borderouge / Bagatelle,39.6,0
Rangueil / Saouzelong,132.2,0
Côte Pavée / Jolimont,35.3,0
Capitole / Carmes,92.2,0
Croix-Daurade / Minimes,306.4,0
Saint-Cyprien / Empalot,204.9,0
Capitole / Carmes,225.5,0
Borderouge / Bagatelle,121.3,0
Rangueil / Saouzelong,213.8,0
Borderouge / Bagatelle,185.7,0
Côte Pavée / Jolimont,138.3,0
Capitole / Carmes,61.5,0
Borderouge / Bagatelle,205.2,0
Saint-Cyprien / Empalot,50.2,0
Borderouge / Bagatelle,168.2,0
Croix-Daurade / Minimes,177.7,0
Rangueil / Saouzelong,76.3,0
Capitole / Carmes,104.9,0
Rangueil / Saouzelong,79.1,0
Borderouge / Bagatelle,139.4,0
Borderouge / Bagatelle,98.2,0
Croix-Daurade / Minimes,280.4,0
Rangueil / Saouzelong,174.0,0
Rangueil / Saouzelong,59.4,0
Croix-Daurade / Minimes,196.3,0
Croix-Daurade / Minimes,196.3,0
Rangueil / Saouzelong,170.8,0
Borderouge / Bagatelle,171.5,0
Croix-Daurade / Minimes,84.4,0
Borderouge / Bagatelle,199.5,0
Capitole / Carmes,180.7,1
Saint-Cyprien / Empalot,110.5,0
Saint-Cyprien / Empalot,110.5,0
Saint-Cyprien / Empalot,110.5,0
Croix-Daurade / Minimes,329.6,0
Borderouge / Bagatelle,188.2,0
Côte Pavée / Jolimont,130.7,1
Côte Pavée / Jolimont,12.4,0
Capitole / Carmes,106.4,1
Borderouge / Bagatelle,205.0,0
Borderouge / Bagatelle,160.1,0
Borderouge / Bagatelle,198.9,0
Borderouge / Bagatelle,222.3,0
Borderouge / Bagatelle,128.1,0
Côte Pavée / Jolimont,58.8,0
Rangueil / Saouzelong,130.5,0
Borderouge / Bagatelle,172.4,0
Capitole / Carmes,26.7,0
Rangueil / Saouzelong,161.7,0
Borderouge / Bagatelle,78.4,0
Borderouge / Bagatelle,127.7,0
Borderouge / Bagatelle,286.0,0
Saint-Cyprien / Empalot,139.9,0
Côte Pavée / Jolimont,55.0,0
Capitole / Carmes,119.0,0
Croix-Daurade / Minimes,84.4,0
Borderouge / Bagatelle,115.5,0
Borderouge / Bagatelle,115.5,0
Borderouge / Bagatelle,115.5,0
Borderouge / Bagatelle,115.5,0
Rangueil / Saouzelong,239.5,0
Capitole / Carmes,73.2,0
Croix-Daurade / Minimes,116.4,0
Croix-Daurade / Minimes,176.6,0
Croix-Daurade / Minimes,176.6,0
Croix-Daurade / Minimes,257.7,0
Capitole / Carmes,240.3,0
Croix-Daurade / Minimes,165.8,0
Capitole / Carmes,165.6,0
Rangueil / Saouzelong,148.4,0
Côte Pavée / Jolimont,111.2,0
Croix-Daurade / Minimes,89.0,0
Capitole / Carmes,139.3,0
Rangueil / Saouzelong,27.4,0
Saint-Cyprien / Empalot,58.9,0
Borderouge / Bagatelle,27.7,0
Borderouge / Bagatelle,154.2,1
Côte Pavée / Jolimont,237.4,0
Saint-Cyprien / Empalot,165.4,0
Rangueil / Saouzelong,252.1,0
Rangueil / Saouzelong,75.0,0
Rangueil / Saouzelong,186.0,0
Croix-Daurade / Minimes,307.1,0
Côte Pavée / Jolimont,296.1,0
Croix-Daurade / Minimes,20.2,0
Capitole / Carmes,14.1,0
Saint-Cyprien / Empalot,53.9,0
Côte Pavée / Jolimont,160.0,0
Capitole / Carmes,123.2,0
Rangueil / Saouzelong,108.2,0
Rangueil / Saouzelong,61.1,0
Croix-Daurade / Minimes,36.0,0
Côte Pavée / Jolimont,135.3,0
Saint-Cyprien / Empalot,566.9,0
Capitole / Carmes,54.9,0
Capitole / Carmes,240.4,0
Capitole / Carmes,42.0,0
Rangueil / Saouzelong,108.5,0
Saint-Cyprien / Empalot,7.1,0
Croix-Daurade / Minimes,152.5,0
Capitole / Carmes,182.0,1
Borderouge / Bagatelle,97.8,0
Côte Pavée / Jolimont,133.2,0
Côte Pavée / Jolimont,139.6,0
Rangueil / Saouzelong,174.5,0
Borderouge / Bagatelle,93.5,0
Borderouge / Bagatelle,109.7,0
Capitole / Carmes,68.3,0
Capitole / Carmes,165.7,0
Rangueil / Saouzelong,119.7,0
Rangueil / Saouzelong,269.9,1
Saint-Cyprien / Empalot,64.0,0
Côte Pavée / Jolimont,155.8,0
Côte Pavée / Jolimont,311.5,0
Borderouge / Bagatelle,166.2,0
Borderouge / Bagatelle,120.3,1
Rangueil / Saouzelong,166.6,0
Rangueil / Saouzelong,166.6,0
Rangueil / Saouzelong,166.6,0
Rangueil / Saouzelong,166.6,0
Rangueil / Saouzelong,166.6,0
Côte Pavée / Jolimont,91.7,0
Borderouge / Bagatelle,145.2,0
Saint-Cyprien / Empalot,125.8,0
Côte Pavée / Jolimont,105.5,0
Borderouge / Bagatelle,240.0,0
Borderouge / Bagatelle,162.6,0
Côte Pavée / Jolimont,195.3,0
Borderouge / Bagatelle,67.6,0
Saint-Cyprien / Empalot,96.7,0
Borderouge / Bagatelle,172.5,0
Croix-Daurade / Minimes,243.9,0
Croix-Daurade / Minimes,132.7,0
Saint-Cyprien / Empalot,166.3,0
Côte Pavée / Jolimont,161.4,0
Capitole / Carmes,16.0,0
Saint-Cyprien / Empalot,198.5,0
Côte Pavée / Jolimont,184.2,0
Croix-Daurade / Minimes,179.4,0
Croix-Daurade / Minimes,179.4,0
Capitole / Carmes,220.7,0
Capitole / Carmes,220.7,0
Capitole / Carmes,220.7,0
Capitole / Carmes,220.7,0
Borderouge / Bagatelle,124.3,0
Rangueil / Saouzelong,20.8,0
Croix-Daurade / Minimes,68.1,0
Capitole / Carmes,47.4,1
Borderouge / Bagatelle,65.6,0
Capitole / Carmes,126.0,0
Saint-Cyprien / Empalot,143.0,0
Borderouge / Bagatelle,88.1,0
Croix-Daurade / Minimes,242.8,0
Saint-Cyprien / Empalot,52.3,0
Borderouge / Bagatelle,11.0,0
Capitole / Carmes,90.1,0
Saint-Cyprien / Empalot,157.1,0
Borderouge / Bagatelle,113.5,0
Côte Pavée / Jolimont,247.2,0
Capitole / Carmes,140.8,0
Saint-Cyprien / Empalot,87.6,0
Côte Pavée / Jolimont,160.8,0
Croix-Daurade / Minimes,355.0,0
Croix-Daurade / Minimes,59.6,0
Borderouge / Bagatelle,61.6,0
Rangueil / Saouzelong,262.1,1
Rangueil / Saouzelong,262.1,1
Saint-Cyprien / Empalot,9.4,0
Rangueil / Saouzelong,233.2,0
Côte Pavée / Jolimont,150.3,0
Borderouge / Bagatelle,258.0,0
Côte Pavée / Jolimont,148.1,0
Capitole / Carmes,153.5,0
Rangueil / Saouzelong,219.9,0
Côte Pavée / Jolimont,63.3,0
Borderouge / Bagatelle,161.0,0
Borderouge / Bagatelle,135.5,0
Croix-Daurade / Minimes,123.5,0
Saint-Cyprien / Empalot,226.1,0
Croix-Daurade / Minimes,144.4,0
Rangueil / Saouzelong,80.1,0
Saint-Cyprien / Empalot,251.1,0
Saint-Cyprien / Empalot,116.0,0
Côte Pavée / Jolimont,344.2,0
Rangueil / Saouzelong,183.2,1
Rangueil / Saouzelong,61.6,0
Rangueil / Saouzelong,170.7,0
Croix-Daurade / Minimes,275.7,0
Croix-Daurade / Minimes,14.2,0
Côte Pavée / Jolimont,18.5,0
Capitole / Carmes,149.4,0
Croix-Daurade / Minimes,190.4,0
Borderouge / Bagatelle,330.7,0
Rangueil / Saouzelong,120.9,0
Saint-Cyprien / Empalot,204.4,0
Rangueil / Saouzelong,134.8,0
Borderouge / Bagatelle,32.3,0
Saint-Cyprien / Empalot,166.3,0
Borderouge / Bagatelle,127.8,0
Rangueil / Saouzelong,48.3,0
Borderouge / Bagatelle,207.6,0
Côte Pavée / Jolimont,146.5,0
Borderouge / Bagatelle,234.5,0
Saint-Cyprien / Empalot,109.2,0
Capitole / Carmes,135.7,0
Rangueil / Saouzelong,180.2,0
Saint-Cyprien / Empalot,326.9,0
Borderouge / Bagatelle,164.0,0
Borderouge / Bagatelle,164.0,0
Capitole / Carmes,142.2,0
Croix-Daurade / Minimes,47.8,0
Capitole / Carmes,142.7,0
Saint-Cyprien / Empalot,114.9,0
Côte Pavée / Jolimont,42.9,0
Capitole / Carmes,171.1,0
Rangueil / Saouzelong,195.4,0
Côte Pavée / Jolimont,365.1,1
Croix-Daurade / Minimes,45.0,0
Capitole / Carmes,74.6,0
Saint-Cyprien / Empalot,42.8,1
Rangueil / Saouzelong,48.3,0
Borderouge / Bagatelle,37.1,0
Croix-Daurade / Minimes,75.6,0
Rangueil / Saouzelong,150.3,0
Saint-Cyprien / Empalot,123.9,0
Capitole / Carmes,69.3,0
Capitole / Carmes,223.3,0
Saint-Cyprien / Empalot,32.5,0
Borderouge / Bagatelle,71.2,0
Borderouge / Bagatelle,76.2,0
Capitole / Carmes,134.8,0
Borderouge / Bagatelle,87.8,0
Rangueil / Saouzelong,512.6,0
Borderouge / Bagatelle,104.7,0
Borderouge / Bagatelle,109.7,0
Capitole / Carmes,127.4,0
Rangueil / Saouzelong,105.6,0
Capitole / Carmes,159.0,1
Borderouge / Bagatelle,298.2,0
Capitole / Carmes,174.5,0
Capitole / Carmes,69.5,0
Borderouge / Bagatelle,107.1,1
Capitole / Carmes,285.4,0
Rangueil / Saouzelong,86.5,0
Borderouge / Bagatelle,84.5,0
Côte Pavée / Jolimont,34.6,0
Saint-Cyprien / Empalot,145.7,0
Croix-Daurade / Minimes,421.3,0
Rangueil / Saouzelong,200.7,0
Borderouge / Bagatelle,100.8,0
Côte Pavée / Jolimont,163.8,0
Saint-Cyprien / Empalot,252.1,0
Rangueil / Saouzelong,116.5,0
Rangueil / Saouzelong,57.8,0
Borderouge / Bagatelle,217.3,0
Capitole / Carmes,93.6,0
Capitole / Carmes,85.0,0
Rangueil / Saouzelong,155.0,0
Capitole / Carmes,74.6,0
Borderouge / Bagatelle,82.7,0
Côte Pavée / Jolimont,223.3,0
Croix-Daurade / Minimes,165.5,0
Côte Pavée / Jolimont,50.3,0
Borderouge / Bagatelle,202.3,0
Croix-Daurade / Minimes,118.7,0
Borderouge / Bagatelle,156.0,0
Borderouge / Bagatelle,315.0,0
Borderouge / Bagatelle,315.0,0
Rangueil / Saouzelong,45.0,0
Rangueil / Saouzelong,191.7,0
Rangueil / Saouzelong,144.4,0
Côte Pavée / Jolimont,134.2,0
Capitole / Carmes,141.7,0
Côte Pavée / Jolimont,235.9,0
Capitole / Carmes,138.3,0
Saint-Cyprien / Empalot,186.1,0
Rangueil / Saouzelong,350.9,0
Capitole / Carmes,17.1,0
Rangueil / Saouzelong,89.4,0
Saint-Cyprien / Empalot,118.2,0
Côte Pavée / Jolimont,177.7,0
Rangueil / Saouzelong,66.5,0
Croix-Daurade / Minimes,222.2,0
Borderouge / Bagatelle,75.7,0
Côte Pavée / Jolimont,107.4,0
Capitole / Carmes,142.2,0
Rangueil / Saouzelong,153.8,0
Côte Pavée / Jolimont,70.8,0
Rangueil / Saouzelong,19.2,0
Capitole / Carmes,202.2,0
Borderouge / Bagatelle,114.6,0
Capitole / Carmes,86.3,0
Côte Pavée / Jolimont,285.9,0
Borderouge / Bagatelle,198.8,0
Borderouge / Bagatelle,124.4,0
Côte Pavée / Jolimont,234.3,0
Capitole / Carmes,82.7,0
Croix-Daurade / Minimes,163.9,0
Borderouge / Bagatelle,291.8,0
Borderouge / Bagatelle,164.5,0
Rangueil / Saouzelong,210.8,0
Borderouge / Bagatelle,334.8,0
Saint-Cyprien / Empalot,151.4,0
Rangueil / Saouzelong,28.4,0
Côte Pavée / Jolimont,305.9,0
Saint-Cyprien / Empalot,3.8,0
Croix-Daurade / Minimes,148.7,0
Rangueil / Saouzelong,153.0,0
Rangueil / Saouzelong,62.2,0
Capitole / Carmes,216.9,0
Rangueil / Saouzelong,613.0,0
Capitole / Carmes,200.9,0
Capitole / Carmes,250.9,0
Borderouge / Bagatelle,129.1,0
Côte Pavée / Jolimont,109.9,0
Côte Pavée / Jolimont,109.6,0
Rangueil / Saouzelong,91.6,0
Saint-Cyprien / Empalot,58.9,0
Rangueil / Saouzelong,238.0,1
Croix-Daurade / Minimes,157.3,0
Rangueil / Saouzelong,14.6,0
Croix-Daurade / Minimes,255.9,0
Croix-Daurade / Minimes,344.2,0
Rangueil / Saouzelong,97.9,0
Rangueil / Saouzelong,136.5,0
Saint-Cyprien / Empalot,151.4,0
Saint-Cyprien / Empalot,50.2,0
Côte Pavée / Jolimont,240.9,0
Croix-Daurade / Minimes,202.4,0
Rangueil / Saouzelong,73.7,0
Côte Pavée / Jolimont,113.4,0
Croix-Daurade / Minimes,11.9,0
Rangueil / Saouzelong,275.2,0
Croix-Daurade / Minimes,123.2,0
Croix-Daurade / Minimes,33.5,0
Borderouge / Bagatelle,121.5,1
Saint-Cyprien / Empalot,150.7,0
Saint-Cyprien / Empalot,24.5,0
Saint-Cyprien / Empalot,187.5,0
Rangueil / Saouzelong,285.3,0
Côte Pavée / Jolimont,160.9,0
Borderouge / Bagatelle,67.8,0
Croix-Daurade / Minimes,58.8,0
Saint-Cyprien / Empalot,124.8,0
Saint-Cyprien / Empalot,202.2,0
Côte Pavée / Jolimont,311.5,0
Rangueil / Saouzelong,124.3,0
Borderouge / Bagatelle,256.1,0
Capitole / Carmes,122.9,0
Capitole / Carmes,137.9,0
Côte Pavée / Jolimont,105.1,0
Capitole / Carmes,91.1,0
Rangueil / Saouzelong,165.7,0
Rangueil / Saouzelong,195.2,0
Capitole / Carmes,108.8,0
Capitole / Carmes,126.2,0
Borderouge / Bagatelle,158.5,0
Saint-Cyprien / Empalot,148.4,0
Croix-Daurade / Minimes,42.2,0
Rangueil / Saouzelong,198.3,0
Capitole / Carmes,133.5,0
Capitole / Carmes,207.2,1
Saint-Cyprien / Empalot,181.0,0
Capitole / Carmes,97.8,0
Rangueil / Saouzelong,22.0,0
Borderouge / Bagatelle,111.3,0
Rangueil / Saouzelong,22.0,0
Rangueil / Saouzelong,137.9,0
Capitole / Carmes,106.3,0
Saint-Cyprien / Empalot,123.9,0
Côte Pavée / Jolimont,216.3,1
Saint-Cyprien / Empalot,25.3,0
Côte Pavée / Jolimont,112.3,0
Côte Pavée / Jolimont,105.8,0
Rangueil / Saouzelong,43.6,0
Côte Pavée / Jolimont,63.0,0
Borderouge / Bagatelle,247.2,0
Côte Pavée / Jolimont,73.3,0
Borderouge / Bagatelle,141.0,0
Côte Pavée / Jolimont,26.4,0
Borderouge / Bagatelle,162.4,0
Capitole / Carmes,192.9,0
Côte Pavée / Jolimont,85.4,0
Capitole / Carmes,173.6,0
Croix-Daurade / Minimes,243.9,0
Capitole / Carmes,80.9,1
Saint-Cyprien / Empalot,84.4,0
Rangueil / Saouzelong,188.4,0
Côte Pavée / Jolimont,58.8,0
Saint-Cyprien / Empalot,98.2,0
Rangueil / Saouzelong,187.2,0
Rangueil / Saouzelong,134.8,0
Borderouge / Bagatelle,48.0,0
Croix-Daurade / Minimes,284.5,0
Saint-Cyprien / Empalot,130.8,0
Rangueil / Saouzelong,99.1,1
Rangueil / Saouzelong,102.9,0
Rangueil / Saouzelong,109.6,0
Rangueil / Saouzelong,153.9,0
Côte Pavée / Jolimont,48.7,0
Borderouge / Bagatelle,10.2,0
Capitole / Carmes,246.6,1
Rangueil / Saouzelong,106.8,0
Côte Pavée / Jolimont,262.0,0
Borderouge / Bagatelle,87.7,0
Rangueil / Saouzelong,128.4,0
Croix-Daurade / Minimes,119.0,0
Saint-Cyprien / Empalot,84.0,0
Capitole / Carmes,144.6,0
Côte Pavée / Jolimont,79.4,0
Saint-Cyprien / Empalot,42.6,0
Saint-Cyprien / Empalot,297.1,0
Saint-Cyprien / Empalot,233.7,0
Croix-Daurade / Minimes,85.6,0
