quartier,distance_transport_m,est_metro_proche
Côte Pavée / Jolimont,100.3,0
Borderouge / Bagatelle,182.3,1
Borderouge / Bagatelle,165.3,0
Rangueil / Saouzelong,258.6,0
Borderouge / Bagatelle,390.4,0
Capitole / Carmes,178.0,0
Saint-Cyprien / Empalot,74.2,0
Saint-Cyprien / Empalot,39.4,0
Croix-Daurade / Minimes,144.9,0
Capitole / Carmes,124.2,0
Capitole / Carmes,124.2,0
Capitole / Carmes,124.2,0
Saint-Cyprien / Empalot,312.8,0
Saint-Cyprien / Empalot,312.8,0
Croix-Daurade / Minimes,82.8,0
Saint-Cyprien / Empalot,312.8,0
Borderouge / Bagatelle,149.7,1
Saint-Cyprien / Empalot,133.1,0
Capitole / Carmes,120.1,0
Côte Pavée / Jolimont,97.1,0
Saint-Cyprien / Empalot,187.1,0
Côte Pavée / Jolimont,176.5,0
Côte Pavée / Jolimont,218.3,1
Rangueil / Saouzelong,48.3,0
Borderouge / Bagatelle,148.5,0
Capitole / Carmes,50.7,0
Saint-Cyprien / Empalot,30.7,0
Capitole / Carmes,323.6,0
Croix-Daurade / Minimes,212.7,1
Côte Pavée / Jolimont,155.9,0
Borderouge / Bagatelle,88.8,0
Capitole / Carmes,127.4,0
Rangueil / Saouzelong,129.2,0
Borderouge / Bagatelle,72.8,0
Croix-Daurade / Minimes,211.0,0
Borderouge / Bagatelle,342.0,0
Côte Pavée / Jolimont,194.3,0
Borderouge / Bagatelle,198.5,0
Côte Pavée / Jolimont,383.6,0
Rangueil / Saouzelong,222.1,0
Borderouge / Bagatelle,232.0,0
Capitole / Carmes,118.4,0
Croix-Daurade / Minimes,52.2,1
Borderouge / Bagatelle,156.0,0
Saint-Cyprien / Empalot,137.4,0
Capitole / Carmes,75.7,0
Côte Pavée / Jolimont,34.5,0
Rangueil / Saouzelong,75.9,0
Saint-Cyprien / Empalot,2.5,0
Croix-Daurade / Minimes,137.4,0
Croix-Daurade / Minimes,148.6,0
Capitole / Carmes,256.5,0
Rangueil / Saouzelong,6.8,0
Capitole / Carmes,185.7,0
Saint-Cyprien / Empalot,76.2,0
Saint-Cyprien / Empalot,131.8,0
Saint-Cyprien / Empalot,233.7,0
Rangueil / Saouzelong,121.2,0
Saint-Cyprien / Empalot,115.8,0
Rangueil / Saouzelong,164.2,0
Borderouge / Bagatelle,164.2,0
Côte Pavée / Jolimont,228.5,0
Saint-Cyprien / Empalot,98.9,0
Capitole / Carmes,12.9,0
Côte Pavée / Jolimont,190.2,0
Côte Pavée / Jolimont,115.8,0
Côte Pavée / Jolimont,111.8,0
Borderouge / Bagatelle,109.2,0
Borderouge / Bagatelle,113.4,0
Côte Pavée / Jolimont,246.7,0
Capitole / Carmes,272.9,0
Borderouge / Bagatelle,109.1,0
Rangueil / Saouzelong,19.2,0
Borderouge / Bagatelle,177.5,0
Borderouge / Bagatelle,104.7,0
Capitole / Carmes,55.7,0
Croix-Daurade / Minimes,212.7,1
Rangueil / Saouzelong,53.0,0
Borderouge / Bagatelle,67.6,0
Capitole / Carmes,130.3,0
Capitole / Carmes,130.3,0
Côte Pavée / Jolimont,79.2,0
Rangueil / Saouzelong,178.8,0
Capitole / Carmes,156.5,0
Côte Pavée / Jolimont,159.5,0
Côte Pavée / Jolimont,169.5,0
Croix-Daurade / Minimes,421.3,0
Côte Pavée / Jolimont,306.5,0
Capitole / Carmes,232.6,0
Borderouge / Bagatelle,216.8,0
Côte Pavée / Jolimont,53.9,0
Capitole / Carmes,196.0,0
Croix-Daurade / Minimes,96.5,0
Capitole / Carmes,254.1,0
Saint-Cyprien / Empalot,398.7,0
Capitole / Carmes,104.5,0
Capitole / Carmes,131.1,1
Saint-Cyprien / Empalot,139.3,0
Capitole / Carmes,155.1,0
Borderouge / Bagatelle,107.1,1
Capitole / Carmes,113.6,0
Côte Pavée / Jolimont,80.8,0
Saint-Cyprien / Empalot,39.1,0
Côte Pavée / Jolimont,119.2,0
Croix-Daurade / Minimes,58.6,0
Côte Pavée / Jolimont,323.2,0
Borderouge / Bagatelle,58.4,1
Capitole / Carmes,156.3,0
Rangueil / Saouzelong,93.0,0
Côte Pavée / Jolimont,202.2,0
Croix-Daurade / Minimes,164.8,0
Côte Pavée / Jolimont,148.3,0
Saint-Cyprien / Empalot,15.0,0
Côte Pavée / Jolimont,193.0,0
Côte Pavée / Jolimont,165.6,0
Capitole / Carmes,150.9,0
Borderouge / Bagatelle,149.7,1
Borderouge / Bagatelle,162.6,0
Capitole / Carmes,193.2,0
Capitole / Carmes,193.2,0
Rangueil / Saouzelong,61.4,0
Capitole / Carmes,99.0,0
Rangueil / Saouzelong,173.5,0
Capitole / Carmes,134.8,0
Borderouge / Bagatelle,13.9,0
Capitole / Carmes,45.9,0
Capitole / Carmes,168.2,0
Capitole / Carmes,168.2,0
Borderouge / Bagatelle,197.7,0
Rangueil / Saouzelong,135.1,0
Borderouge / Bagatelle,194.6,0
Borderouge / Bagatelle,194.6,0
Côte Pavée / Jolimont,32.2,0
Saint-Cyprien / Empalot,233.2,0
Côte Pavée / Jolimont,108.0,0
Borderouge / Bagatelle,101.6,0
Capitole / Carmes,121.7,0
Rangueil / Saouzelong,131.5,0
Capitole / Carmes,275.2,0
Borderouge / Bagatelle,10.2,0
Borderouge / Bagatelle,276.0,0
Rangueil / Saouzelong,71.6,0
Capitole / Carmes,210.3,0
Saint-Cyprien / Empalot,72.3,0
Rangueil / Saouzelong,101.0,0
Saint-Cyprien / Empalot,104.7,0
Croix-Daurade / Minimes,68.1,0
Borderouge / Bagatelle,12.8,0
Côte Pavée / Jolimont,308.9,0
Côte Pavée / Jolimont,308.9,0
Capitole / Carmes,114.7,0
Rangueil / Saouzelong,169.1,0
Capitole / Carmes,247.8,0
Saint-Cyprien / Empalot,101.2,0
Capitole / Carmes,94.0,1
Rangueil / Saouzelong,145.0,0
Croix-Daurade / Minimes,243.9,0
Croix-Daurade / Minimes,243.9,0
Côte Pavée / Jolimont,229.0,1
Croix-Daurade / Minimes,246.5,0
Rangueil / Saouzelong,60.4,0
Rangueil / Saouzelong,24.4,0
Capitole / Carmes,140.5,0
Rangueil / Saouzelong,60.4,0
Capitole / Carmes,182.1,0
Rangueil / Saouzelong,192.9,0
Côte Pavée / Jolimont,234.4,0
Côte Pavée / Jolimont,234.4,0
Rangueil / Saouzelong,143.0,0
Rangueil / Saouzelong,113.5,0
Capitole / Carmes,135.5,0
Capitole / Carmes,283.2,0
Borderouge / Bagatelle,349.7,0
Côte Pavée / Jolimont,146.5,0
Capitole / Carmes,149.0,1
Capitole / Carmes,56.7,0
Capitole / Carmes,158.6,1
Capitole / Carmes,242.7,0
Côte Pavée / Jolimont,108.0,0
Rangueil / Saouzelong,81.5,0
Croix-Daurade / Minimes,120.5,0
Borderouge / Bagatelle,682.2,0
Capitole / Carmes,126.2,0
Côte Pavée / Jolimont,28.6,0
Rangueil / Saouzelong,184.4,1
Croix-Daurade / Minimes,149.9,0
Borderouge / Bagatelle,121.4,0
Borderouge / Bagatelle,222.6,0
Croix-Daurade / Minimes,167.1,0
Borderouge / Bagatelle,11.3,0
Rangueil / Saouzelong,94.0,0
Rangueil / Saouzelong,216.4,0
Borderouge / Bagatelle,160.4,0
Rangueil / Saouzelong,122.7,0
Rangueil / Saouzelong,250.0,0
Saint-Cyprien / Empalot,100.0,0
Capitole / Carmes,182.1,0
Capitole / Carmes,235.3,0
Borderouge / Bagatelle,121.9,0
Saint-Cyprien / Empalot,76.5,0
Rangueil / Saouzelong,106.0,0
Côte Pavée / Jolimont,244.9,0
Saint-Cyprien / Empalot,181.0,0
Rangueil / Saouzelong,29.5,0
Capitole / Carmes,181.0,0
Croix-Daurade / Minimes,451.1,0
Saint-Cyprien / Empalot,93.6,0
Croix-Daurade / Minimes,78.3,0
Saint-Cyprien / Empalot,550.3,0
Capitole / Carmes,75.9,0
Borderouge / Bagatelle,165.4,0
Borderouge / Bagatelle,155.8,0
Borderouge / Bagatelle,92.5,0
Croix-Daurade / Minimes,451.1,0
Capitole / Carmes,164.1,0
Borderouge / Bagatelle,36.7,0
Capitole / Carmes,146.2,1
Borderouge / Bagatelle,274.4,0
Borderouge / Bagatelle,376.0,0
Croix-Daurade / Minimes,47.4,0
Borderouge / Bagatelle,84.5,0
Borderouge / Bagatelle,153.4,0
Borderouge / Bagatelle,86.3,0
Rangueil / Saouzelong,11.2,0
Capitole / Carmes,43.1,1
Capitole / Carmes,45.3,0
Saint-Cyprien / Empalot,118.2,0
Capitole / Carmes,55.7,1
Rangueil / Saouzelong,152.6,0
Capitole / Carmes,72.2,0
Saint-Cyprien / Empalot,81.4,0
Côte Pavée / Jolimont,97.2,0
Côte Pavée / Jolimont,97.2,0
Côte Pavée / Jolimont,97.2,0
Capitole / Carmes,175.6,0
Borderouge / Bagatelle,86.3,0
Capitole / Carmes,176.5,0
Saint-Cyprien / Empalot,171.6,1
Saint-Cyprien / Empalot,116.0,0
Côte Pavée / Jolimont,66.7,0
Croix-Daurade / Minimes,105.1,0
Côte Pavée / Jolimont,66.7,0
Capitole / Carmes,323.6,0
Côte Pavée / Jolimont,203.3,0
Borderouge / Bagatelle,26.9,0
Croix-Daurade / Minimes,223.4,0
Rangueil / Saouzelong,68.0,0
Côte Pavée / Jolimont,138.9,0
Borderouge / Bagatelle,239.7,0
Saint-Cyprien / Empalot,63.4,0
Rangueil / Saouzelong,174.6,0
Rangueil / Saouzelong,13.1,0
Rangueil / Saouzelong,13.1,0
Côte Pavée / Jolimont,40.5,0
Saint-Cyprien / Empalot,93.9,0
Côte Pavée / Jolimont,235.2,0
Croix-Daurade / Minimes,3.1,0
Croix-Daurade / Minimes,8.0,0
Borderouge / Bagatelle,73.7,0
Borderouge / Bagatelle,73.7,0
Borderouge / Bagatelle,73.7,0
Borderouge / Bagatelle,73.7,0
Capitole / Carmes,118.3,0
Borderouge / Bagatelle,200.9,0
Saint-Cyprien / Empalot,137.5,0
Saint-Cyprien / Empalot,137.5,0
Capitole / Carmes,249.0,0
Côte Pavée / Jolimont,86.3,0
Côte Pavée / Jolimont,86.7,0
Capitole / Carmes,65.3,0
Côte Pavée / Jolimont,185.1,0
Côte Pavée / Jolimont,185.1,0
Côte Pavée / Jolimont,92.6,0
Borderouge / Bagatelle,113.5,0
Borderouge / Bagatelle,191.1,0
Côte Pavée / Jolimont,263.1,0
Borderouge / Bagatelle,33.5,0
Croix-Daurade / Minimes,119.0,0
Rangueil / Saouzelong,172.1,0
Saint-Cyprien / Empalot,250.6,0
Côte Pavée / Jolimont,118.3,0
Rangueil / Saouzelong,211.2,0
Croix-Daurade / Minimes,322.7,0
Saint-Cyprien / Empalot,201.7,0
Côte Pavée / Jolimont,119.4,0
Côte Pavée / Jolimont,202.8,0
Borderouge / Bagatelle,53.8,0
Rangueil / Saouzelong,193.7,0
Rangueil / Saouzelong,297.3,1
Borderouge / Bagatelle,65.7,0
Saint-Cyprien / Empalot,151.3,0
Rangueil / Saouzelong,28.2,0
Rangueil / Saouzelong,154.4,0
Rangueil / Saouzelong,154.4,0
Rangueil / Saouzelong,67.5,0
Capitole / Carmes,118.6,0
Borderouge / Bagatelle,236.6,0
Capitole / Carmes,290.3,0
Capitole / Carmes,27.1,0
Capitole / Carmes,27.1,0
Saint-Cyprien / Empalot,124.0,0
Rangueil / Saouzelong,188.3,0
Côte Pavée / Jolimont,149.5,0
Rangueil / Saouzelong,74.4,0
Rangueil / Saouzelong,193.3,0
Côte Pavée / Jolimont,323.2,0
Rangueil / Saouzelong,37.4,0
Côte Pavée / Jolimont,320.9,0
Borderouge / Bagatelle,18.2,0
Saint-Cyprien / Empalot,18.3,0
Croix-Daurade / Minimes,102.0,0
Capitole / Carmes,94.5,0
Croix-Daurade / Minimes,191.0,0
Capitole / Carmes,199.0,0
Saint-Cyprien / Empalot,137.9,0
Saint-Cyprien / Empalot,160.7,0
Capitole / Carmes,77.7,0
Côte Pavée / Jolimont,41.3,0
Rangueil / Saouzelong,129.4,0
Côte Pavée / Jolimont,111.2,0
Croix-Daurade / Minimes,251.4,0
Capitole / Carmes,255.0,0
Rangueil / Saouzelong,137.7,0
Borderouge / Bagatelle,49.9,0
Borderouge / Bagatelle,399.5,0
Croix-Daurade / Minimes,153.4,0
Côte Pavée / Jolimont,98.4,0
Côte Pavée / Jolimont,124.2,0
Côte Pavée / Jolimont,28.6,0
Capitole / Carmes,74.8,0
Côte Pavée / Jolimont,60.0,0
Côte Pavée / Jolimont,81.2,0
Rangueil / Saouzelong,105.7,0
Côte Pavée / Jolimont,54.5,0
Croix-Daurade / Minimes,82.4,0
Saint-Cyprien / Empalot,33.2,0
Capitole / Carmes,89.8,0
Saint-Cyprien / Empalot,30.5,0
Côte Pavée / Jolimont,35.4,0
Côte Pavée / Jolimont,104.1,0
Côte Pavée / Jolimont,181.4,0
Capitole / Carmes,49.0,1
Rangueil / Saouzelong,47.9,0
Borderouge / Bagatelle,27.7,0
Rangueil / Saouzelong,148.5,1
Rangueil / Saouzelong,175.3,0
Borderouge / Bagatelle,161.1,0
Saint-Cyprien / Empalot,23.5,0
Borderouge / Bagatelle,13.9,0
Côte Pavée / Jolimont,212.1,0
Côte Pavée / Jolimont,212.1,0
Borderouge / Bagatelle,161.5,0
Capitole / Carmes,319.0,0
Capitole / Carmes,144.8,0
Côte Pavée / Jolimont,200.1,0
Saint-Cyprien / Empalot,25.6,0
Borderouge / Bagatelle,141.2,0
Capitole / Carmes,68.1,0
Rangueil / Saouzelong,184.7,0
Côte Pavée / Jolimont,277.2,0
Capitole / Carmes,158.6,0
Saint-Cyprien / Empalot,88.4,0
Rangueil / Saouzelong,11.4,0
Capitole / Carmes,35.7,0
Croix-Daurade / Minimes,121.9,0
Côte Pavée / Jolimont,90.8,0
Borderouge / Bagatelle,214.2,0
Rangueil / Saouzelong,44.0,0
Côte Pavée / Jolimont,8.4,0
Rangueil / Saouzelong,121.9,0
Saint-Cyprien / Empalot,30.8,0
Saint-Cyprien / Empalot,187.2,0
Rangueil / Saouzelong,94.6,0
Côte Pavée / Jolimont,105.6,0
Côte Pavée / Jolimont,203.8,0
Rangueil / Saouzelong,122.1,0
Borderouge / Bagatelle,131.8,1
Capitole / Carmes,41.4,0
Croix-Daurade / Minimes,135.2,0
Capitole / Carmes,14.8,0
Saint-Cyprien / Empalot,81.0,0
Rangueil / Saouzelong,129.2,0
Rangueil / Saouzelong,201.8,0
Côte Pavée / Jolimont,236.5,0
Borderouge / Bagatelle,13.9,0
Borderouge / Bagatelle,242.3,0
Capitole / Carmes,174.4,0
Croix-Daurade / Minimes,117.4,1
Croix-Daurade / Minimes,326.4,0
Borderouge / Bagatelle,208.9,0
Rangueil / Saouzelong,79.9,0
Capitole / Carmes,242.7,1
Rangueil / Saouzelong,54.6,0
Rangueil / Saouzelong,195.4,0
Croix-Daurade / Minimes,340.9,0
Capitole / Carmes,67.6,0
Capitole / Carmes,52.6,0
Capitole / Carmes,86.9,0
Borderouge / Bagatelle,180.9,0
Rangueil / Saouzelong,151.2,0
Capitole / Carmes,79.8,0
Rangueil / Saouzelong,201.3,0
Côte Pavée / Jolimont,44.5,0
Saint-Cyprien / Empalot,82.3,0
Côte Pavée / Jolimont,389.0,0
Rangueil / Saouzelong,141.9,0
Rangueil / Saouzelong,6.5,0
Capitole / Carmes,123.3,0
Saint-Cyprien / Empalot,25.6,0
Côte Pavée / Jolimont,231.8,0
Capitole / Carmes,202.3,0
Côte Pavée / Jolimont,109.6,0
Borderouge / Bagatelle,89.1,0
Saint-Cyprien / Empalot,116.0,0
Rangueil / Saouzelong,169.4,0
Saint-Cyprien / Empalot,109.2,0
Côte Pavée / Jolimont,130.5,0
Capitole / Carmes,93.7,0
Saint-Cyprien / Empalot,104.6,0
Côte Pavée / Jolimont,254.3,0
Borderouge / Bagatelle,67.8,0
Côte Pavée / Jolimont,15.0,0
Saint-Cyprien / Empalot,113.1,0
Croix-Daurade / Minimes,41.0,0
Borderouge / Bagatelle,33.5,0
Rangueil / Saouzelong,109.6,0
Rangueil / Saouzelong,87.1,0
Saint-Cyprien / Empalot,183.8,0
Côte Pavée / Jolimont,214.2,0
Croix-Daurade / Minimes,148.6,0
Croix-Daurade / Minimes,49.4,0
Saint-Cyprien / Empalot,96.7,0
Capitole / Carmes,81.2,0
Croix-Daurade / Minimes,224.8,1
Côte Pavée / Jolimont,91.4,0
Capitole / Carmes,98.5,0
Borderouge / Bagatelle,103.7,0
Croix-Daurade / Minimes,166.8,0
Croix-Daurade / Minimes,130.3,1
Capitole / Carmes,152.0,0
Rangueil / Saouzelong,30.2,0
Capitole / Carmes,14.1,0
Borderouge / Bagatelle,108.1,0
Borderouge / Bagatelle,180.8,0
Côte Pavée / Jolimont,52.3,0
Capitole / Carmes,69.1,0
Capitole / Carmes,373.4,0
Côte Pavée / Jolimont,332.9,0
Borderouge / Bagatelle,95.0,0
Saint-Cyprien / Empalot,324.6,0
Côte Pavée / Jolimont,240.1,0
Borderouge / Bagatelle,95.5,0
Capitole / Carmes,254.3,0
Côte Pavée / Jolimont,244.0,0
Borderouge / Bagatelle,92.9,0
Borderouge / Bagatelle,102.5,0
Saint-Cyprien / Empalot,124.8,0
Croix-Daurade / Minimes,243.9,0
Borderouge / Bagatelle,113.5,0
Rangueil / Saouzelong,32.9,0
Côte Pavée / Jolimont,131.5,0
Rangueil / Saouzelong,177.1,0
Capitole / Carmes,81.5,0
Borderouge / Bagatelle,142.9,0
Rangueil / Saouzelong,123.8,0
Borderouge / Bagatelle,224.5,0
Côte Pavée / Jolimont,200.1,0
Borderouge / Bagatelle,77.8,0
Rangueil / Saouzelong,74.6,0
Rangueil / Saouzelong,74.6,0
Borderouge / Bagatelle,63.4,0
Rangueil / Saouzelong,82.6,0
Rangueil / Saouzelong,76.3,0
Rangueil / Saouzelong,203.7,0
Croix-Daurade / Minimes,180.8,0
Côte Pavée / Jolimont,87.2,0
Borderouge / Bagatelle,64.5,0
Rangueil / Saouzelong,135.3,0
Côte Pavée / Jolimont,90.8,0
Borderouge / Bagatelle,10.2,0
Saint-Cyprien / Empalot,68.0,0
Saint-Cyprien / Empalot,53.5,0
Borderouge / Bagatelle,150.0,0
Rangueil / Saouzelong,36.2,0
Borderouge / Bagatelle,19.7,0
Côte Pavée / Jolimont,21.1,0
Borderouge / Bagatelle,31.4,0
Capitole / Carmes,78.2,0
Croix-Daurade / Minimes,280.8,0
Capitole / Carmes,147.9,0
Côte Pavée / Jolimont,176.5,0
Croix-Daurade / Minimes,103.7,0
Rangueil / Saouzelong,290.2,0
Rangueil / Saouzelong,121.0,0
Rangueil / Saouzelong,174.5,0
Côte Pavée / Jolimont,286.5,1
Côte Pavée / Jolimont,195.3,0
Côte Pavée / Jolimont,151.6,0
Rangueil / Saouzelong,110.3,0
Borderouge / Bagatelle,164.5,0
Capitole / Carmes,84.3,0
Borderouge / Bagatelle,38.3,0
Capitole / Carmes,72.3,0
Capitole / Carmes,72.3,0
Capitole / Carmes,72.3,0
Rangueil / Saouzelong,115.5,0
Borderouge / Bagatelle,195.6,0
Borderouge / Bagatelle,172.0,0
Rangueil / Saouzelong,108.7,0
Rangueil / Saouzelong,292.7,0
Saint-Cyprien / Empalot,157.1,0
Croix-Daurade / Minimes,257.7,0
Rangueil / Saouzelong,131.3,0
Borderouge / Bagatelle,103.3,0
Côte Pavée / Jolimont,45.5,0
Capitole / Carmes,16.6,0
Rangueil / Saouzelong,216.4,0
Capitole / Carmes,40.0,0
Rangueil / Saouzelong,275.2,0
Borderouge / Bagatelle,183.0,0
Saint-Cyprien / Empalot,186.8,0
Borderouge / Bagatelle,17.3,0
Borderouge / Bagatelle,36.7,0
Côte Pavée / Jolimont,90.8,0
Croix-Daurade / Minimes,221.1,0
Côte Pavée / Jolimont,178.1,0
Côte Pavée / Jolimont,151.6,0
Rangueil / Saouzelong,221.0,0
Saint-Cyprien / Empalot,157.9,0
Croix-Daurade / Minimes,225.2,0
Capitole / Carmes,108.4,0
Rangueil / Saouzelong,170.7,0
Croix-Daurade / Minimes,162.5,0
Saint-Cyprien / Empalot,344.7,0
Capitole / Carmes,56.4,0
Rangueil / Saouzelong,129.2,0
Côte Pavée / Jolimont,155.8,0
Borderouge / Bagatelle,80.5,0
Côte Pavée / Jolimont,262.5,0
Borderouge / Bagatelle,752.1,0
Croix-Daurade / Minimes,112.5,0
Côte Pavée / Jolimont,270.6,0
Borderouge / Bagatelle,207.1,1
Borderouge / Bagatelle,286.0,0
Capitole / Carmes,250.3,0
Capitole / Carmes,250.3,0
Côte Pavée / Jolimont,337.1,0
Saint-Cyprien / Empalot,24.4,0
Borderouge / Bagatelle,62.3,0
Rangueil / Saouzelong,138.8,1
Saint-Cyprien / Empalot,142.8,0
Borderouge / Bagatelle,199.3,0
Côte Pavée / Jolimont,112.3,0
Croix-Daurade / Minimes,81.2,0
Côte Pavée / Jolimont,152.4,0
Saint-Cyprien / Empalot,126.1,0
Borderouge / Bagatelle,213.7,0
Rangueil / Saouzelong,70.9,0
Borderouge / Bagatelle,68.2,0
Capitole / Carmes,140.1,0
Borderouge / Bagatelle,66.3,0
Croix-Daurade / Minimes,421.3,0
Capitole / Carmes,86.9,0
Saint-Cyprien / Empalot,206.1,0
Rangueil / Saouzelong,497.3,0
Rangueil / Saouzelong,73.0,0
Côte Pavée / Jolimont,216.2,0
Borderouge / Bagatelle,238.9,0
Saint-Cyprien / Empalot,80.7,1
Capitole / Carmes,279.2,0
Capitole / Carmes,121.1,0
Côte Pavée / Jolimont,240.1,0
Saint-Cyprien / Empalot,249.1,0
Saint-Cyprien / Empalot,121.2,0
Saint-Cyprien / Empalot,107.2,0
Borderouge / Bagatelle,59.2,0
Capitole / Carmes,106.7,0
Saint-Cyprien / Empalot,165.4,0
Borderouge / Bagatelle,59.2,0
Capitole / Carmes,150.0,0
Capitole / Carmes,256.5,0
Rangueil / Saouzelong,78.9,0
Croix-Daurade / Minimes,51.3,0
Rangueil / Saouzelong,105.7,0
Rangueil / Saouzelong,194.6,0
Borderouge / Bagatelle,134.1,0
Croix-Daurade / Minimes,280.2,0
Croix-Daurade / Minimes,280.2,0
Rangueil / Saouzelong,186.8,0
Borderouge / Bagatelle,88.6,0
Capitole / Carmes,274.0,0
Borderouge / Bagatelle,120.3,1
Borderouge / Bagatelle,330.2,0
Borderouge / Bagatelle,227.7,0
Croix-Daurade / Minimes,96.6,0
Côte Pavée / Jolimont,69.8,0
Capitole / Carmes,43.4,0
Borderouge / Bagatelle,141.0,0
Borderouge / Bagatelle,45.8,0
Croix-Daurade / Minimes,317.4,0
Rangueil / Saouzelong,152.5,0
Côte Pavée / Jolimont,60.5,0
Borderouge / Bagatelle,285.7,0
Rangueil / Saouzelong,23.1,0
Borderouge / Bagatelle,224.5,0
Borderouge / Bagatelle,39.4,1
Borderouge / Bagatelle,59.2,0
Rangueil / Saouzelong,268.6,0
Saint-Cyprien / Empalot,34.2,0
Rangueil / Saouzelong,52.4,0
Croix-Daurade / Minimes,94.2,0
Borderouge / Bagatelle,120.3,1
Côte Pavée / Jolimont,8.1,0
Côte Pavée / Jolimont,56.6,0
Borderouge / Bagatelle,142.1,0
Borderouge / Bagatelle,39.4,1
Capitole / Carmes,142.7,0
Côte Pavée / Jolimont,105.5,0
Croix-Daurade / Minimes,221.1,0
Côte Pavée / Jolimont,184.0,0
Borderouge / Bagatelle,123.8,0
Croix-Daurade / Minimes,175.1,1
Côte Pavée / Jolimont,50.2,1
Rangueil / Saouzelong,80.1,0
Borderouge / Bagatelle,98.5,0
Côte Pavée / Jolimont,277.5,0
Côte Pavée / Jolimont,118.6,0
Saint-Cyprien / Empalot,67.4,0
Rangueil / Saouzelong,169.1,0
Rangueil / Saouzelong,100.2,0
Croix-Daurade / Minimes,99.4,0
Saint-Cyprien / Empalot,139.0,0
Capitole / Carmes,188.4,1
Borderouge / Bagatelle,142.3,0
Rangueil / Saouzelong,81.4,0
Rangueil / Saouzelong,214.6,0
Côte Pavée / Jolimont,161.3,0
Croix-Daurade / Minimes,102.1,0
Capitole / Carmes,134.8,0
Rangueil / Saouzelong,167.0,0
Rangueil / Saouzelong,213.9,0
Rangueil / Saouzelong,119.7,0
Borderouge / Bagatelle,148.5,0
Rangueil / Saouzelong,116.1,0
Rangueil / Saouzelong,14.6,0
Rangueil / Saouzelong,243.1,0
Capitole / Carmes,50.6,0
Croix-Daurade / Minimes,153.6,0
Capitole / Carmes,120.3,0
Saint-Cyprien / Empalot,100.5,0
Côte Pavée / Jolimont,106.9,0
Capitole / Carmes,47.1,0
Borderouge / Bagatelle,55.7,0
Rangueil / Saouzelong,153.3,0
Capitole / Carmes,127.6,0
Saint-Cyprien / Empalot,83.5,0
Borderouge / Bagatelle,139.9,0
Borderouge / Bagatelle,257.0,0
Côte Pavée / Jolimont,40.4,0
Borderouge / Bagatelle,131.1,0
Borderouge / Bagatelle,224.4,0
Croix-Daurade / Minimes,190.4,0
Côte Pavée / Jolimont,97.0,0
Rangueil / Saouzelong,58.3,0
Rangueil / Saouzelong,58.3,0
Rangueil / Saouzelong,156.0,0
Saint-Cyprien / Empalot,166.3,0
Croix-Daurade / Minimes,22.9,0
Côte Pavée / Jolimont,232.3,0
Côte Pavée / Jolimont,42.9,0
Côte Pavée / Jolimont,119.2,0
Rangueil / Saouzelong,155.4,1
Rangueil / Saouzelong,155.4,1
Côte Pavée / Jolimont,221.7,0
Saint-Cyprien / Empalot,66.5,0
Capitole / Carmes,198.5,0
Rangueil / Saouzelong,25.7,0
Borderouge / Bagatelle,59.2,0
Rangueil / Saouzelong,260.6,0
Capitole / Carmes,217.4,0
Côte Pavée / Jolimont,184.9,0
Capitole / Carmes,171.1,0
Capitole / Carmes,105.5,0
Borderouge / Bagatelle,208.1,0
Croix-Daurade / Minimes,28.6,0
Côte Pavée / Jolimont,254.6,0
Rangueil / Saouzelong,179.7,0
Croix-Daurade / Minimes,293.8,0
Rangueil / Saouzelong,210.8,0
Borderouge / Bagatelle,23.2,0
Borderouge / Bagatelle,214.6,0
Rangueil / Saouzelong,75.0,0
Rangueil / Saouzelong,105.9,0
Capitole / Carmes,178.0,0
Saint-Cyprien / Empalot,120.7,0
Saint-Cyprien / Empalot,258.5,0
Croix-Daurade / Minimes,386.2,0
Croix-Daurade / Minimes,168.3,0
Côte Pavée / Jolimont,87.0,0
Saint-Cyprien / Empalot,115.6,0
Saint-Cyprien / Empalot,39.4,0
Borderouge / Bagatelle,240.0,0
Saint-Cyprien / Empalot,176.9,0
Capitole / Carmes,143.3,0
Capitole / Carmes,143.3,0
Capitole / Carmes,52.8,0
Capitole / Carmes,146.0,0
Capitole / Carmes,190.9,0
Borderouge / Bagatelle,69.2,0
Côte Pavée / Jolimont,183.2,0
Saint-Cyprien / Empalot,176.9,0
Capitole / Carmes,60.3,0
Capitole / Carmes,45.9,0
Côte Pavée / Jolimont,321.6,0
Borderouge / Bagatelle,121.5,1
Borderouge / Bagatelle,14.1,0
Côte Pavée / Jolimont,40.5,0
Capitole / Carmes,132.2,0
Saint-Cyprien / Empalot,113.9,0
Rangueil / Saouzelong,157.6,0
Côte Pavée / Jolimont,235.3,0
Borderouge / Bagatelle,252.7,0
Côte Pavée / Jolimont,157.6,0
Saint-Cyprien / Empalot,166.8,0
Croix-Daurade / Minimes,226.3,0
Côte Pavée / Jolimont,226.5,0
Borderouge / Bagatelle,286.0,0
Borderouge / Bagatelle,189.0,0
Croix-Daurade / Minimes,209.0,0
Borderouge / Bagatelle,171.5,0
Saint-Cyprien / Empalot,41.6,0
Côte Pavée / Jolimont,212.9,0
Rangueil / Saouzelong,94.0,0
Croix-Daurade / Minimes,125.2,0
Borderouge / Bagatelle,185.3,0
Rangueil / Saouzelong,198.1,0
Rangueil / Saouzelong,161.7,0
