id_mutation,distance_transport_m,est_metro_proche,mode_arret_proche
483,233.1,0,lineo scolaire
484,86.2,0,bus
485,130.0,0,lineo
486,155.0,0,bus
487,256.5,0,bus lineo scolaire
488,100.4,0,bus
489,338.7,0,bus
490,50.1,0,bus
491,136.1,0,bus
492,76.4,0,bus
493,64.9,0,bus lineo
494,130.7,0,bus
495,18.5,0,bus
496,75.7,0,bus lineo
497,163.9,0,bus
498,213.7,0,bus lineo
499,70.8,0,bus
500,178.0,0,bus lineo
501,165.8,0,bus
502,115.8,0,bus
503,139.1,1,metro
504,139.1,1,metro
505,94.0,0,bus
506,80.0,0,bus
507,21.1,0,bus
508,321.3,0,scolaire
509,185.8,0,bus
510,25.6,0,bus
511,75.0,0,bus
512,127.7,0,bus
513,241.5,0,bus lineo
514,311.6,0,bus
515,134.0,0,bus
516,23.9,0,bus
517,111.2,0,lineo
518,100.9,0,bus
519,114.8,0,bus
520,46.8,0,bus
521,436.9,0,bus lineo
522,137.4,0,bus
523,123.2,0,tram
524,377.2,0,lineo
525,244.5,0,bus lineo scolaire
526,133.9,0,bus lineo
527,75.0,0,bus
528,59.5,0,bus
529,90.4,0,bus
530,320.9,0,lineo
531,197.6,0,bus lineo
532,55.0,0,bus
533,89.5,0,bus
534,104.4,0,bus
535,344.1,0,bus
536,73.7,0,bus
537,111.8,0,bus
538,89.2,0,lineo
539,89.2,0,lineo
540,89.2,0,lineo
541,89.2,0,lineo
542,144.4,0,bus
543,69.2,0,bus
544,98.6,0,lineo
545,53.8,0,bus
546,45.7,0,bus
547,172.8,0,bus
548,183.7,0,lineo
549,158.5,0,lineo
550,93.3,0,bus
551,160.1,0,lineo scolaire
552,155.8,0,bus scolaire
553,157.1,0,bus
554,334.6,0,bus
555,90.8,0,lineo
556,65.5,0,bus
557,250.4,0,bus
558,275.2,0,bus
559,29.2,0,bus
560,41.2,0,bus lineo
561,85.3,0,bus
562,139.6,0,bus
563,88.9,0,bus
564,137.6,0,bus lineo
565,43.7,0,bus lineo
566,43.7,0,bus lineo
567,136.2,0,bus
568,173.8,0,bus
569,258.4,0,lineo
570,3.8,0,bus
571,83.5,0,bus lineo
572,135.3,0,bus
573,98.0,0,bus
574,291.1,0,bus lineo
575,87.1,0,lineo
576,115.8,0,lineo
577,61.8,0,lineo
578,111.2,0,bus
579,456.0,0,lineo scolaire
580,133.1,0,lineo
581,29.1,0,bus lineo
582,142.1,0,bus scolaire
583,153.5,0,bus
584,94.5,0,tram
585,348.6,0,bus
586,348.6,0,bus
587,138.4,0,bus
588,28.0,0,bus
589,75.8,0,lineo
590,152.7,0,bus
591,162.7,0,bus
592,182.9,0,bus
593,119.3,1,metro
594,18.5,0,bus
595,141.8,0,bus
596,246.5,0,bus lineo scolaire
597,14.6,0,lineo
598,279.8,0,bus
599,96.9,0,bus
600,63.5,0,bus
601,112.7,0,bus
602,222.8,0,bus
603,126.5,0,bus
604,75.7,0,lineo
605,154.4,0,bus
606,104.0,0,bus
607,171.1,0,bus
608,52.2,0,bus lineo
609,92.9,0,bus
610,149.7,1,metro
611,187.2,0,bus lineo
612,89.5,0,lineo
613,230.2,0,bus
614,201.5,0,tram
615,276.6,0,bus
616,78.4,0,bus
617,226.1,0,bus
618,85.1,0,bus
619,144.0,0,bus
620,65.8,0,bus
621,111.3,0,bus
622,161.7,0,bus
623,182.0,0,bus lineo
624,240.3,0,bus
625,106.1,0,bus
626,118.6,0,bus lineo scolaire
627,149.2,0,bus
628,240.4,0,bus lineo
629,88.3,0,bus
630,50.1,0,bus
631,18.9,0,bus
632,8.7,0,bus
633,33.1,0,bus
634,23.3,0,lineo scolaire
635,172.2,0,bus
636,269.6,0,bus
637,73.8,0,bus
638,68.3,0,bus lineo
639,97.2,0,bus
640,89.2,0,lineo
641,89.2,0,lineo
642,97.2,0,bus
643,69.4,0,bus
644,194.1,0,bus lineo scolaire
645,200.4,0,lineo
646,290.6,0,scolaire
647,245.9,0,bus
648,235.9,0,bus lineo
649,98.2,0,bus
650,80.1,0,bus
651,356.5,0,bus
652,80.6,0,bus
653,115.7,0,bus
654,115.7,0,bus
655,32.9,0,bus
656,386.2,0,bus lineo scolaire
657,116.3,0,bus
658,157.0,1,metro
659,10.1,0,bus
660,32.9,0,bus
661,32.9,0,bus
662,202.2,0,lineo
663,159.9,0,bus
664,95.9,0,bus lineo
665,191.2,0,bus lineo scolaire
666,33.7,0,bus
667,121.3,0,bus lineo
668,63.7,0,bus
669,83.7,0,lineo
670,64.9,0,bus lineo
671,111.1,0,lineo scolaire
672,26.1,0,lineo
673,159.8,0,bus
674,142.8,0,bus
675,172.2,0,bus
676,161.0,0,bus
677,112.3,0,lineo
678,131.2,0,bus scolaire
679,110.3,0,bus
680,83.0,0,bus lineo
681,78.4,0,bus
682,64.9,0,bus lineo
683,178.7,0,bus
684,69.8,0,bus
685,156.5,0,bus
686,84.0,0,lineo
687,217.6,1,metro
688,208.0,0,bus lineo
689,105.5,0,lineo
690,200.0,0,bus
691,446.7,0,lineo
692,14.3,0,lineo
693,250.4,0,bus
694,215.9,0,bus lineo scolaire
695,137.0,0,bus
696,273.9,0,bus lineo
697,69.4,0,bus
698,69.4,0,bus
699,69.4,0,bus
700,242.2,0,lineo
701,46.1,0,bus
702,64.9,0,bus lineo
703,245.6,0,bus
704,184.5,0,bus
705,387.2,1,metro
706,51.3,0,bus
707,51.3,0,bus
708,206.9,0,bus
709,194.5,0,bus lineo
710,20.9,0,bus
711,144.1,0,bus
712,366.9,0,bus
713,277.9,0,bus
714,151.6,0,bus
715,201.8,0,bus
716,273.9,0,bus
717,148.0,0,bus
718,164.5,0,bus lineo
719,131.9,0,bus
720,156.5,1,metro
721,88.8,0,bus
722,19.4,0,bus
723,197.9,0,tram
724,80.9,0,bus
725,137.0,0,bus lineo scolaire
726,254.6,0,bus
727,207.0,0,lineo
728,207.0,0,lineo
729,298.9,0,bus lineo
730,97.0,0,bus
731,80.9,0,bus
732,80.9,0,bus
733,128.4,0,bus
734,227.7,0,bus
735,19.6,0,bus
736,134.6,0,bus lineo
737,111.2,0,lineo
738,91.8,0,bus
739,41.7,0,bus lineo
740,183.1,1,metro
741,188.5,0,bus
742,341.2,0,lineo scolaire
743,179.7,0,bus
744,68.1,0,bus
745,261.1,0,bus
746,147.2,0,bus
747,22.6,0,bus
748,44.3,0,bus
749,49.7,0,bus
750,49.7,0,bus
751,49.7,0,bus
752,105.6,0,lineo
753,188.0,0,telepherique
754,219.4,0,bus
755,105.2,0,lineo
756,50.6,0,bus
757,71.2,0,bus
758,127.9,0,bus
759,165.6,0,bus
760,81.4,0,bus
761,154.3,1,metro
762,190.2,0,bus
763,97.2,0,bus
764,284.9,0,lineo
765,153.4,0,bus
766,70.0,0,scolaire
767,89.2,0,lineo
768,116.4,0,bus
769,85.7,0,bus
770,89.2,0,lineo
771,102.3,0,bus
772,320.9,0,lineo
773,113.5,0,bus
774,126.4,0,bus
775,180.5,0,lineo
776,200.2,0,bus lineo
777,143.6,0,lineo
778,198.1,0,lineo
779,42.6,0,bus
780,4.8,0,bus
781,21.9,0,bus
782,116.3,0,bus
783,182.6,0,bus lineo
784,217.0,0,lineo scolaire
785,97.7,0,bus
786,94.4,0,bus
787,103.8,0,bus
788,297.1,1,metro
789,313.6,0,bus
790,66.7,0,bus
791,80.9,0,bus
792,58.7,0,lineo
793,263.9,0,bus
794,84.3,0,bus
795,209.7,0,bus
796,83.1,0,lineo scolaire
797,93.7,0,bus
798,15.0,0,bus
799,348.2,1,metro
800,56.6,0,bus
801,56.6,0,bus
802,158.9,0,bus scolaire
803,236.9,0,bus
804,4.5,0,bus
805,250.4,0,bus
806,165.6,0,bus
807,200.4,0,lineo
808,329.5,0,bus
809,147.4,1,metro
810,63.4,0,bus
811,40.5,0,lineo
812,40.5,0,lineo
813,45.0,0,bus
814,225.0,0,bus
815,205.3,0,bus
816,71.7,0,bus
817,36.0,0,bus
818,183.1,0,lineo
819,61.5,0,bus
820,257.0,0,bus lineo
821,15.1,0,bus
822,138.8,0,bus
823,152.8,0,bus
824,456.0,0,lineo scolaire
825,88.8,0,bus
826,86.7,0,bus
827,11.7,0,bus lineo scolaire
828,7.0,0,bus
829,299.1,0,bus
830,50.1,0,bus
831,75.7,0,bus
832,173.5,0,bus
833,105.6,0,bus lineo
834,202.2,0,lineo
835,166.4,0,tram
836,20.7,0,tram
837,33.3,1,metro
838,151.4,0,bus
839,172.4,0,bus
840,172.4,0,bus
841,172.4,0,bus
842,152.2,0,bus
843,545.5,0,bus
844,99.5,0,bus
845,12.3,0,tram
846,178.1,0,scolaire
847,286.0,0,lineo scolaire
848,97.6,0,bus
849,22.6,0,bus
850,175.5,0,bus
851,148.3,0,bus lineo
852,239.8,0,bus
853,195.4,0,bus lineo
854,29.5,0,bus
855,165.7,0,bus lineo
856,192.4,0,bus lineo
857,19.4,0,bus
858,165.9,0,bus
859,286.0,0,lineo scolaire
860,120.4,0,bus
861,283.6,0,lineo
862,283.6,0,lineo
863,76.1,0,bus
864,27.7,0,bus lineo scolaire
865,78.2,0,bus
866,46.3,0,bus
867,69.6,0,lineo scolaire
868,368.3,0,lineo
869,148.9,0,bus
870,189.0,0,bus
871,343.2,1,metro
872,343.2,1,metro
873,95.1,0,bus
874,167.4,0,lineo
875,217.4,0,lineo
876,171.0,0,bus lineo
877,171.0,0,bus lineo
878,93.5,0,bus
879,3.8,0,bus
880,115.9,0,lineo scolaire
881,59.2,0,lineo
882,77.6,0,bus lineo
883,59.5,0,bus
884,117.2,0,bus
885,69.6,0,bus
886,76.0,0,bus
887,90.1,0,bus
888,112.9,0,bus
889,174.1,0,bus lineo
890,121.4,1,metro
891,80.9,0,bus lineo
892,168.2,0,bus
893,214.7,1,metro
894,44.6,0,lineo scolaire
895,50.9,0,lineo
896,143.4,0,bus
897,74.9,0,tram
898,157.8,1,metro
899,319.0,0,lineo scolaire
900,107.5,0,bus
901,71.1,0,bus
902,288.1,0,bus
903,225.1,0,bus
904,172.3,0,bus lineo scolaire
905,7.4,0,bus
906,42.7,0,bus
907,67.4,0,bus
908,273.3,0,bus
909,185.5,0,lineo
910,195.9,0,bus
911,177.1,0,bus lineo
912,330.6,0,lineo
913,15.0,0,bus
914,115.0,0,bus
915,35.6,0,bus
916,190.4,0,bus
917,129.1,0,bus
918,142.3,0,bus lineo
919,8.6,0,lineo
920,36.7,0,bus
921,326.1,1,metro
922,257.0,0,bus lineo
923,87.7,0,lineo
924,100.0,0,bus
925,141.8,0,lineo scolaire
926,215.5,0,bus lineo
927,310.0,0,bus scolaire
928,129.3,0,bus lineo
929,129.3,0,bus lineo
930,81.3,0,lineo scolaire
931,81.3,0,lineo scolaire
932,81.3,0,lineo scolaire
933,69.5,0,bus
934,192.9,0,bus
935,136.5,0,bus
936,191.2,0,bus lineo
937,226.9,0,bus
938,226.9,0,bus
939,68.9,0,bus
940,68.9,0,bus
941,179.1,0,bus
942,320.9,0,lineo
943,175.5,0,bus
944,44.9,0,lineo
945,153.4,0,bus
946,114.8,0,lineo
947,71.4,0,bus
948,36.9,0,bus
949,183.7,0,lineo
950,176.2,0,bus
951,158.4,0,bus
952,110.8,0,lineo
953,50.6,0,bus
954,140.4,0,bus
955,359.3,0,bus
956,165.7,0,bus lineo
957,100.3,0,bus
958,165.4,0,bus
959,105.5,0,bus
960,193.7,0,bus lineo
961,81.8,0,bus
962,226.3,0,bus
963,59.0,0,bus
964,244.3,0,bus
965,127.2,0,lineo
966,175.5,0,bus lineo
967,224.3,0,bus
968,152.2,0,bus
969,74.9,0,tram
970,239.1,0,bus
971,172.6,0,bus
972,120.1,0,bus
973,140.7,0,bus scolaire
974,142.8,0,bus
975,11.8,0,bus
976,97.2,0,bus
977,97.2,0,bus
978,58.8,0,bus
979,421.6,0,bus
980,13.9,1,metro
981,152.2,0,bus lineo
982,146.4,0,bus
983,80.0,1,metro
984,84.7,1,metro
985,188.2,0,bus
986,289.5,0,lineo scolaire
987,79.1,0,lineo
988,110.9,0,bus
989,166.3,1,metro
990,237.3,0,lineo
991,109.2,0,bus
992,91.4,0,bus lineo scolaire
993,121.4,0,bus lineo scolaire
994,156.5,0,lineo
995,136.6,0,lineo
996,125.5,0,bus
997,184.0,1,metro
998,81.2,0,lineo
999,86.2,0,bus
1000,121.5,1,metro
1001,139.1,0,bus
1002,194.6,0,bus
1003,105.2,0,bus
1004,104.9,0,bus
1005,32.7,0,bus lineo
1006,168.6,0,lineo scolaire
1007,11.9,0,bus
1008,25.7,0,bus
1009,58.5,0,bus
1010,195.9,0,bus
1011,214.0,0,bus
1012,90.8,0,lineo
1013,267.1,0,bus
1014,207.2,0,bus
1015,125.6,1,metro
1016,51.9,0,lineo
1017,317.2,0,lineo scolaire
1018,292.1,0,bus
1019,178.8,1,metro
1020,81.4,0,bus
1021,13.9,0,bus
1022,296.1,0,lineo
1023,246.9,0,bus
1024,191.0,0,bus
1025,191.9,1,metro
1026,225.7,0,bus
1027,64.1,0,bus
1028,104.6,0,bus
1029,200.2,0,bus
1030,45.1,0,bus
1031,45.1,0,bus
1032,321.8,0,lineo
1033,157.2,0,bus
1034,72.6,0,bus
1035,390.9,0,lineo
1036,80.1,0,bus
1037,201.8,0,bus
1038,29.7,0,bus
1039,100.6,0,bus
1040,119.3,1,metro
1041,90.4,0,bus
1042,6.9,0,lineo
1043,139.6,0,scolaire
1044,212.8,0,bus
1045,214.0,0,bus
1046,128.4,0,bus
1047,27.7,0,bus lineo scolaire
1048,369.6,0,lineo scolaire
1049,121.1,0,lineo
1050,105.6,0,bus
1051,271.2,0,bus
1052,271.2,0,bus
1053,234.5,0,bus lineo scolaire
1054,144.7,0,bus
1055,441.1,0,lineo scolaire
1056,281.3,0,bus
1057,48.3,0,bus
1058,97.6,0,bus
1059,142.2,0,lineo
1060,420.6,0,bus
1061,221.7,0,bus scolaire
1062,159.6,0,bus
1063,38.3,0,lineo
1064,87.5,0,bus lineo scolaire
1065,77.4,0,bus
1066,176.6,0,bus
1067,109.6,0,bus
1068,59.6,1,metro
1069,249.0,0,bus scolaire
1070,278.0,0,bus scolaire
1071,97.7,0,bus
1072,88.8,0,bus
1073,51.0,0,bus
1074,126.1,0,bus
1075,164.5,0,bus lineo
1076,99.7,0,scolaire
1077,116.2,0,bus lineo
1078,89.1,0,bus scolaire
1079,76.2,0,tram
1080,248.9,0,bus lineo
1081,142.1,0,bus scolaire
1082,84.5,0,bus scolaire
1083,65.5,0,bus
1084,15.4,0,bus
1085,216.4,0,bus
1086,297.0,0,bus lineo
1087,28.6,0,bus
1088,106.6,0,bus
1089,53.7,0,bus
1090,184.7,0,lineo scolaire
1091,19.8,0,bus lineo
1092,201.8,0,bus
1093,301.2,0,bus
1094,112.0,0,bus
1095,111.8,0,lineo
1096,150.1,0,bus
1097,95.7,0,bus
1098,100.9,0,bus
1099,277.8,0,bus
1100,60.3,0,bus lineo
1101,337.9,1,metro
1102,67.8,0,lineo
1103,113.9,0,bus
1104,154.7,0,bus
1105,58.0,0,bus
1106,214.3,0,bus
1107,51.1,0,bus
1108,113.3,0,bus
1109,106.1,1,metro
1110,192.4,0,bus lineo
1111,56.3,0,lineo
1112,30.9,0,bus
1113,66.1,0,lineo scolaire
1114,66.1,0,lineo scolaire
1115,235.9,0,bus
1116,135.5,1,metro
1117,101.1,0,lineo
1118,248.9,0,bus lineo
1119,102.7,0,bus
1120,134.1,0,bus
1121,142.8,0,bus
1122,223.1,1,metro
1123,229.5,0,lineo scolaire
1124,223.3,0,bus lineo scolaire
1125,10.1,0,bus
1126,145.6,1,metro
1127,219.8,0,bus
1128,89.7,0,telepherique
1129,243.3,1,metro
1130,40.4,0,bus lineo
1131,85.0,0,bus
1132,24.5,0,bus
1133,115.1,0,bus
1134,123.2,0,lineo
1135,180.5,0,bus
1136,257.4,0,bus
1137,159.1,0,bus
1138,372.8,0,bus
1139,116.3,0,bus
1140,285.4,0,bus
1141,97.7,0,bus
1142,304.2,0,bus
1143,117.1,0,scolaire
1144,139.6,0,bus
1145,33.2,0,bus
1146,118.0,0,bus
1147,149.9,0,lineo
1148,149.9,0,lineo
1149,340.9,0,bus lineo scolaire
1150,87.0,0,bus
1151,183.7,0,bus
1152,269.5,0,bus scolaire
1153,240.0,0,bus
1154,116.0,0,bus lineo
1155,66.5,0,bus
1156,96.0,0,bus
1157,54.3,0,bus
1158,202.3,0,bus
1159,115.7,0,bus
1160,76.1,0,bus
1161,99.9,0,bus
1162,103.8,0,bus
1163,72.5,0,bus
1164,196.3,1,metro
1165,136.1,1,metro
1166,180.7,0,bus
1167,180.7,0,bus
1168,180.7,0,bus
1169,61.0,1,metro
1170,132.4,0,bus
1171,122.4,0,bus lineo
1172,129.3,0,bus lineo
1173,124.3,0,bus
1174,165.1,0,lineo scolaire
1175,96.3,0,bus
1176,42.0,0,bus
1177,63.5,1,metro
1178,176.0,0,bus lineo
1179,135.0,0,bus
1180,100.5,0,bus
1181,29.2,0,bus
1182,95.4,0,bus
1183,129.4,0,tram
1184,120.5,0,scolaire
1185,36.7,0,bus
1186,57.1,0,bus
1187,140.6,0,bus lineo scolaire
1188,34.0,0,bus
1189,274.7,0,bus
1190,109.6,0,lineo
1191,150.8,0,bus
1192,156.9,0,bus
1193,208.1,0,bus
1194,28.2,0,bus
1195,123.8,0,bus
1196,46.4,0,bus
1197,149.0,0,bus
1198,68.8,0,bus lineo
1199,121.9,0,bus
1200,201.3,0,scolaire
1201,620.1,0,bus lineo
1202,80.0,0,bus
1203,293.4,0,bus
1204,152.2,0,bus lineo
1205,39.4,0,bus
1206,46.8,0,bus
1207,222.6,0,bus scolaire
1208,151.3,0,lineo
1209,115.3,0,bus
1210,101.5,0,bus
1211,348.6,0,bus
1212,348.6,0,bus
1213,348.6,0,bus
1214,348.6,0,bus
1215,122.5,0,bus
1216,60.4,0,lineo
1217,231.2,0,bus
1218,334.6,0,lineo
1219,70.0,0,scolaire
1220,187.9,1,metro
1221,90.2,0,lineo
1222,117.8,0,bus scolaire
1223,366.5,0,bus
1224,82.3,0,lineo
1225,60.6,0,lineo
1226,60.6,0,lineo
1227,89.1,0,bus scolaire
1228,84.0,0,bus
1229,420.6,0,bus
1230,75.3,0,bus
1231,111.1,0,bus lineo
1232,44.1,0,bus
1233,122.9,0,lineo
1234,292.8,0,bus
1235,22.5,1,metro
1236,111.8,0,lineo
1237,97.0,0,lineo
1238,102.4,0,lineo scolaire
1239,233.7,0,bus
1240,67.8,0,lineo
1241,69.0,0,bus
1242,130.5,0,bus
1243,106.7,0,bus lineo
1244,110.4,0,bus
1245,124.2,0,bus lineo
1246,123.2,0,bus lineo
1247,294.6,0,bus
1248,113.5,0,bus
1249,183.7,0,bus
1250,147.9,0,bus
1251,70.5,0,bus
1252,307.4,0,lineo
1253,18.7,0,bus
1254,123.8,0,scolaire
1255,207.1,1,metro
1256,246.3,0,bus
1257,93.4,0,bus
1258,93.4,0,bus
1259,223.0,0,lineo
1260,63.9,0,bus
1261,63.4,0,bus
1262,58.7,0,lineo
1263,117.8,0,bus
1264,312.7,0,bus lineo
1265,382.7,0,bus
1266,156.5,0,bus
1267,217.2,0,bus
1268,20.7,0,tram
1269,36.7,0,bus
1270,111.8,0,bus
1271,111.8,0,bus
1272,84.4,0,bus
1273,123.9,0,bus lineo
1274,24.2,0,bus
1275,263.9,0,bus
1276,82.8,0,bus
1277,250.4,0,lineo
1278,145.9,0,bus lineo
1279,164.4,0,bus
1280,312.8,0,bus lineo
1281,140.4,0,lineo
1282,203.5,0,bus
1283,101.8,0,lineo
1284,230.8,0,bus
1285,161.7,0,bus
1286,378.8,0,bus
1287,29.7,0,bus
1288,9.6,0,bus
1289,157.6,0,bus lineo
1290,166.9,0,bus
1291,196.0,0,bus
1292,105.0,0,lineo scolaire
1293,106.6,0,bus
1294,194.5,0,bus lineo
1295,76.0,0,bus lineo
1296,172.6,0,bus scolaire
1297,58.4,0,bus
1298,88.3,0,bus
1299,162.6,0,bus
1300,162.6,0,bus
1301,162.6,0,bus
1302,162.6,0,bus
1303,162.6,0,bus
1304,162.6,0,bus
1305,162.6,0,bus
1306,181.4,0,lineo scolaire
1307,69.6,0,bus
1308,162.9,0,bus
1309,199.4,0,bus scolaire
1310,16.6,0,bus lineo
1311,113.4,0,bus
1312,129.4,1,metro
1313,106.2,0,bus
1314,260.4,0,lineo scolaire
1315,228.7,0,lineo
1316,428.6,0,bus
1317,136.1,0,bus lineo
1318,60.4,0,lineo
1319,267.8,0,bus lineo
1320,378.5,0,bus
1321,46.6,1,metro
1322,203.9,0,bus
1323,276.6,0,bus
1324,173.9,0,lineo
1325,162.4,0,bus
1326,60.4,0,lineo
1327,68.2,0,bus
1328,73.4,0,bus
1329,338.3,0,bus
1330,338.3,0,bus
1331,143.6,0,bus scolaire
1332,368.2,0,bus
1333,234.2,0,bus
1334,39.0,0,bus
1335,109.9,0,lineo scolaire
1336,129.2,0,bus
1337,295.7,0,bus
1338,135.0,0,bus
1339,316.3,0,lineo
1340,117.0,0,lineo
1341,81.3,0,bus lineo
1342,108.8,0,scolaire
1343,76.2,0,tram
1344,245.5,0,bus
1345,10.3,0,bus
1346,204.0,0,bus
1347,164.2,0,bus
1348,186.0,0,bus lineo
1349,116.3,0,bus
1350,126.9,0,bus
1351,53.3,0,lineo
1352,81.0,0,bus
1353,196.9,0,bus scolaire
1354,59.2,0,bus
1355,57.1,0,bus
1356,312.8,0,bus lineo
1357,149.2,0,bus
1358,312.8,0,bus lineo
1359,80.0,0,bus
1360,142.5,0,bus
1361,19.2,0,lineo
1362,270.1,0,bus
1363,133.8,0,bus lineo
1364,19.2,0,lineo
1365,114.6,0,bus
1366,254.1,0,bus
1367,19.2,0,lineo
1368,22.2,0,bus
1369,19.7,0,lineo
1370,73.7,0,bus
1371,38.6,0,bus
1372,60.4,0,lineo
1373,141.7,0,lineo
1374,60.4,0,lineo
1375,115.6,0,bus scolaire
1376,60.4,0,lineo
1377,124.5,0,scolaire
1378,187.4,0,bus
1379,38.8,0,bus
1380,80.9,0,bus
1381,125.9,0,bus
1382,32.4,0,bus
1383,163.7,1,metro
1384,175.2,0,bus lineo
1385,63.1,0,bus
1386,103.6,0,bus
1387,70.8,0,bus
1388,233.5,0,bus
1389,120.3,0,bus
1390,82.4,0,bus
1391,85.3,0,bus lineo scolaire
1392,87.9,0,scolaire
1393,150.0,0,bus
1394,193.8,0,lineo
1395,34.7,0,bus
1396,149.8,0,bus lineo
1397,70.0,0,scolaire
1398,175.1,0,tram
1399,180.9,0,bus scolaire
1400,64.6,0,bus
1401,56.7,0,bus
1402,345.2,0,lineo
1403,80.6,0,bus
1404,84.8,0,bus lineo
1405,160.8,0,bus
1406,197.2,0,bus
1407,81.5,0,bus
1408,43.5,0,bus
1409,223.3,0,bus
1410,48.7,0,bus lineo
1411,105.5,0,lineo
1412,136.6,0,bus
1413,368.3,0,bus
1414,97.1,0,lineo
1415,52.0,0,bus
1416,77.0,0,bus lineo
1417,105.2,0,lineo
1418,94.0,0,bus lineo
1419,214.2,0,bus
1420,60.4,0,lineo
1421,135.8,0,bus
1422,118.9,0,bus
1423,106.2,0,bus
1424,71.5,0,bus
1425,18.5,0,bus
1426,19.2,0,lineo
1427,180.5,0,lineo
1428,89.9,0,lineo
1429,161.8,0,bus
1430,216.1,0,bus
1431,260.4,0,lineo scolaire
1432,81.2,0,lineo
1433,146.8,0,bus
1434,103.8,0,bus
1435,137.1,0,bus
1436,180.8,0,bus
1437,115.1,1,metro
1438,28.6,0,bus
1439,96.2,0,bus scolaire
1440,158.0,0,bus scolaire
1441,420.6,0,bus
1442,112.3,0,bus
1443,131.7,0,bus
1444,291.1,0,bus lineo
1445,291.1,0,bus lineo
1446,131.4,0,lineo scolaire
1447,19.2,0,lineo
1448,188.5,1,metro
1449,252.1,0,bus lineo
1450,121.6,0,bus
1451,102.8,0,bus lineo
1452,226.1,0,bus
1453,317.2,0,bus
1454,36.6,0,bus
1455,60.4,0,lineo
1456,132.7,0,bus
1457,143.6,0,bus
1458,203.1,0,bus scolaire
1459,22.6,0,bus
1460,73.7,0,bus
1461,74.9,0,bus
1462,82.6,0,bus
1463,115.4,0,bus
1464,312.8,0,bus lineo
1465,100.3,0,scolaire
1466,182.3,1,metro
1467,165.3,0,bus lineo
1468,258.6,0,lineo
1469,390.4,0,bus
1470,178.0,0,bus lineo
1471,74.2,0,bus lineo
1472,39.4,0,bus
1473,144.9,0,bus scolaire
1474,124.2,0,bus lineo
1475,124.2,0,bus lineo
1476,124.2,0,bus lineo
1477,312.8,0,bus lineo
1478,312.8,0,bus lineo
1479,82.8,0,lineo
1480,312.8,0,bus lineo
1481,149.7,1,metro
1482,133.1,0,bus
1483,120.1,0,bus
1484,97.1,0,lineo scolaire
1485,187.1,0,bus
1486,176.5,0,bus
1487,218.3,1,metro
1488,48.3,0,bus
1489,148.5,0,bus
1490,50.7,0,bus
1491,30.7,0,bus
1492,323.6,0,bus
1493,212.7,1,metro
1494,155.9,0,bus
1495,88.8,0,bus
1496,127.4,0,bus lineo
1497,129.2,0,bus
1498,72.8,0,bus scolaire
1499,211.0,0,bus lineo
1500,342.0,0,bus
1501,194.3,0,bus
1502,198.5,0,bus lineo
1503,383.6,0,lineo
1504,222.1,0,bus
1505,232.0,0,bus scolaire
1506,118.4,0,bus
1507,52.2,1,metro
1508,156.0,0,bus
1509,137.4,0,bus
1510,75.7,0,lineo
1511,34.5,0,bus
1512,75.9,0,bus
1513,2.5,0,bus
1514,137.4,0,bus lineo
1515,148.6,0,bus
1516,256.5,0,bus
1517,6.8,0,bus scolaire
1518,185.7,0,bus lineo
1519,76.2,0,bus
1520,131.8,0,bus
1521,233.7,0,bus
1522,121.2,0,lineo
1523,115.8,0,bus
1524,164.2,0,bus
1525,164.2,0,bus
1526,228.5,0,lineo
1527,98.9,0,bus lineo
1528,12.9,0,bus
1529,190.2,0,bus
1530,115.8,0,lineo
1531,111.8,0,bus lineo
1532,109.2,0,bus
1533,113.4,0,bus lineo
1534,246.7,0,bus
1535,272.9,0,bus lineo
1536,109.1,0,bus
1537,19.2,0,lineo
1538,177.5,0,lineo scolaire
1539,104.7,0,bus
1540,55.7,0,bus
1541,212.7,1,metro
1542,53.0,0,bus
1543,67.6,0,bus
1544,130.3,0,bus
1545,130.3,0,bus
1546,79.2,0,bus
1547,178.8,0,bus
1548,156.5,0,bus lineo
1549,159.5,0,bus lineo
1550,169.5,0,lineo scolaire
1551,421.3,0,lineo
1552,306.5,0,bus
1553,232.6,0,bus lineo
1554,216.8,0,bus
1555,53.9,0,scolaire
1556,196.0,0,bus lineo
1557,96.5,0,bus
1558,254.1,0,bus lineo
1559,398.7,0,lineo scolaire
1560,104.5,0,bus
1561,131.1,1,metro
1562,139.3,0,bus
1563,155.1,0,bus lineo
1564,107.1,1,metro
1565,113.6,0,bus
1566,80.8,0,lineo
1567,39.1,0,bus
1568,119.2,0,lineo
1569,58.6,0,bus
1570,323.2,0,lineo
1571,58.4,1,metro
1572,156.3,0,bus
1573,93.0,0,bus
1574,202.2,0,lineo
1575,164.8,0,bus
1576,148.3,0,bus
1577,15.0,0,bus
1578,193.0,0,bus
1579,165.6,0,bus lineo
1580,150.9,0,bus
1581,149.7,1,metro
1582,162.6,0,bus lineo
1583,193.2,0,bus
1584,193.2,0,bus
1585,61.4,0,bus
1586,99.0,0,bus
1587,173.5,0,bus
1588,134.8,0,bus lineo
1589,13.9,0,bus scolaire
1590,45.9,0,bus lineo
1591,168.2,0,bus
1592,168.2,0,bus
1593,197.7,0,bus lineo
1594,135.1,0,bus
1595,194.6,0,bus
1596,194.6,0,bus
1597,32.2,0,lineo
1598,233.2,0,bus lineo
1599,108.0,0,bus
1600,101.6,0,bus
1601,121.7,0,bus
